"Time","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20","V21","V22","V23","V24","V25","V26","V27","V28","Amount","Class"
7514,-0.712143742620396,0.661945080700961,2.19663792265446,0.357420444963607,0.392314235502424,-0.293793433029405,0.832749131121214,-0.430764831369904,1.61323123193109,-0.339150542696058,0.77731768667098,-2.48704689979052,1.1314087978412,0.893509066174921,-0.823780525147341,-0.99925401705661,0.985935864170736,-0.841005653305031,-0.275851872032354,0.122062352464154,-0.378878043089352,-0.255921171825085,-0.0570028233541002,0.369329504566499,-0.205460273567706,0.143917661832591,-0.154562710184673,-0.2623376101666,14.6,"0"
7514,1.31420701460674,-0.66543942394863,0.46339407224498,-0.472125662037363,-0.746442851946765,0.186038069961378,-0.903486638788182,0.126195027560465,0.787894496980322,0.277735288367559,1.76877307003186,-2.83606356652223,0.393831117319369,1.42214483876479,-1.51334947329271,0.606594339576894,1.39180610039283,-1.18781582687186,0.796245425014108,-0.0675663634996249,-0.12269531589014,-0.0955984969090248,-0.0379163781163473,-0.363168025512803,0.429804650432961,-0.247555146761733,-0.0105950947089787,-0.0109995596712605,19.5,"0"
7519,1.23423504613468,3.0197404207034,-4.30459688479665,4.73279513041887,3.62420083055386,-1.35774566315358,1.71344498787235,-0.496358487073991,-1.28285782036322,-2.44746925511151,2.10134386504854,-4.6096283906446,1.46437762476188,-6.07933719308005,-0.339237372732577,2.58185095378146,6.73938438478335,3.04249317830411,-2.72185312222835,0.00906083639534526,-0.37906830709218,-0.704181032215427,-0.656804756348389,-1.63265295692929,1.48890144838237,0.566797273468934,-0.0100162234965625,0.146792734916988,1,"1"
7522,-5.16391308184672,-5.37324517929536,2.11645180406436,2.82273596487497,-0.298459812143017,0.439322890834798,1.73431053127945,0.289887669967692,0.700689079306862,-1.66042620254077,1.30573590211511,-1.19045023133687,2.47354145795039,0.666801890952714,-3.87989201681104,0.979510645789872,-0.18814208401186,0.756197000990927,-2.30880038809905,2.99651828054679,0.775482556171444,-0.251395603799662,2.89172102888307,0.345143763163443,1.06985629895017,-0.314910091433732,-0.476978798452374,0.200050595963984,1114.02,"0"
7526,0.00843036489558254,4.13783683497998,-6.24069657194744,6.6757321631344,0.768307024571449,-3.35305954788994,-1.63173467271809,0.15461244822474,-2.79589246446281,-6.18789062970647,5.66439470857116,-9.85448482287037,-0.306166658250084,-10.6911962118171,-0.638498192673322,-2.04197379107768,-1.12905587703585,0.116452521226364,-1.93466573889727,0.488378221134715,0.36451420978479,-0.608057133838703,-0.539527941820093,0.128939982991813,1.48848121006868,0.50796267782385,0.735821636119662,0.513573740679437,1,"1"
7529,1.33565291657883,-0.941235493464372,0.062472986647322,-2.68338694606393,-1.14124584603827,-0.842195075011692,-0.73071502150593,-0.0719516719021778,1.95157743195751,-0.892274786817236,2.37547611264271,-2.01611546512471,0.250607140321931,2.24875915247726,0.896043520312928,-2.48914823096199,1.02712082165294,1.89467899444801,0.0411441820082012,-0.634308721093966,-0.471533439633057,-0.588111409569894,0.0248244171042609,-0.0971425519327943,0.414308568053967,-0.842217885332497,0.0567997459786114,0.0062220061882186,22.42,"0"
7535,-2.49689756765537,2.24810858795672,1.0272875176176,-0.208082512488172,-0.284668570102108,0.0516916224541503,0.337723152515131,0.120440895241202,3.14474839487388,2.31993751266648,2.241242394781,-1.92460663486148,0.544179107813849,0.677034183138504,-1.60557776515705,-0.920547552441521,0.788835547051657,-0.210811863210824,-0.282031610934744,1.14210229185877,-0.418993718416587,0.12952501685527,-0.0833044426889933,0.16277364706445,0.119059709683612,0.339559892663695,1.11995744911948,0.542008400749797,7.49,"0"
7535,0.0267792264491516,4.13246389713003,-6.56059996809658,6.34855667313983,1.32966566904142,-2.51347884762413,-1.68910220031328,0.303252800547589,-3.13940905736457,-6.04546779778801,6.75462544809695,-8.94817857893317,0.702724998099873,-10.7338541032306,-1.37951985681718,-1.63896011485587,-1.74635013628103,0.776744097926754,-1.32735663549015,0.587743219006407,0.370508651493253,-0.57675247317433,-0.669605371766238,-0.759907529538618,1.60505555017462,0.540675396428899,0.737040381683977,0.496699108168337,1,"1"
7538,-1.33288383743552,1.06115089739014,2.00644980726909,0.335083081809845,-0.464915524546469,-0.0211905164568003,0.146869530837781,0.132415185489819,2.04938003180318,-0.07934924666606,0.662529103702526,-2.04819844233057,1.87036574067178,0.726216411426722,-0.645463523924749,-0.65526354235401,0.949372532860605,-0.37147234598007,-0.654746677914731,0.315771233075184,-0.107194366669425,0.663548300159923,-0.169461272575956,0.407201203298969,-0.168003587074494,0.379272324102859,0.119636417036872,-0.178640793309887,29.99,"0"
7543,0.329594333318222,3.71288929524103,-5.77593510831666,6.07826550560828,1.66735901311948,-2.42016841351562,-0.812891249491333,0.133080117970748,-2.21431131204961,-5.13445447110633,4.56072010550223,-8.87374836164535,-0.797483599628474,-9.17716637009146,-0.25702477514424,-0.871688490451564,1.31301362907797,0.773913872552923,-2.37059945059811,0.269772775978284,0.156617169389793,-0.652450440932299,-0.551572219392364,-0.716521635357197,1.41571661508922,0.555264739787582,0.530507388890912,0.404474054528712,1,"1"
7549,-0.01893493841439,0.605479347118076,1.13753444467338,2.02122506906136,0.141565022949333,-0.718487031479663,-0.191624474322486,-0.194662179203014,1.0447166162142,0.129598584943984,1.45883183375263,-1.89581229353041,2.24651832039269,1.6045139116409,1.14194586778854,-0.892331185958151,1.20930355913622,-0.478280442466679,0.527397571381853,-0.234686300746278,-0.23966040335697,-0.273905905427622,0.188732180915676,0.534994294778766,-0.946155189715777,-0.583941298485248,-0.117850109995976,-0.118668605083898,9.99,"0"
7551,0.316459000444982,3.80907594667829,-5.61515901119457,6.04744510216478,1.55402595692572,-2.6513531120137,-0.746579273100222,0.0555863112529252,-2.6786785422399,-4.95949291161496,6.43905335158373,-7.52011739288703,0.38635166741077,-9.25230724747513,-1.36518841502051,-0.502362190618164,0.784426598154274,1.49430460743838,-1.80801215867357,0.388307428238927,0.208828369001674,-0.511746619200722,-0.583813220813723,-0.219845029091423,1.47475258440688,0.491191925656006,0.518868284577287,0.40252806767232,1,"1"
7551,0.86182671264602,1.52591580917783,-3.25311260541142,0.70770566781232,3.561779821591,2.43355556675381,0.279024879016213,0.639114210653681,0.812400644403488,-1.49848327239284,1.8845034194819,-3.35369066871538,1.35698211416139,-1.94062404517216,0.53961308786088,1.13758450439407,3.05993414870896,2.23913246441088,-0.242477776114428,0.175207015181744,-0.351420405477763,-0.662571248238502,0.0591235836234097,0.594651402374727,-0.325580605932984,-0.42449532443429,0.232602301540474,0.00163082437038859,1.5,"0"